date,maturity_0.33,maturity_0.67,maturity_1.00,maturity_1.50,maturity_2.00,maturity_2.50,maturity_3.00,maturity_3.50,maturity_4.00,maturity_4.50,maturity_5.00,beta0,beta1,beta2,tau
2009-08-20,0.34,0.42,0.64,1.09,1.55,1.96,2.31,2.59,2.82,3.01,3.16,4.648568786442466,-4.0483226745386816,-6.232201036949519,0.7247357699080507
2009-08-21,0.34,0.43,0.66,1.12,1.59,2.01,2.35,2.63,2.85,3.02,3.17,4.578745418791702,-3.9495966758545444,-6.254870913985681,0.6894860398524097
2009-08-24,0.33,0.42,0.64,1.1,1.56,1.98,2.32,2.59,2.81,2.99,3.13,4.537049764463666,-3.919527973589055,-6.209516486097139,0.6926946811166859
2009-08-25,0.34,0.42,0.64,1.08,1.54,1.94,2.27,2.54,2.75,2.92,3.06,4.418818333035807,-3.7857225815293676,-6.084954477229427,0.6869293597473037
2009-08-26,0.32,0.39,0.61,1.03,1.47,1.87,2.2,2.46,2.68,2.86,3.0,4.400711204393665,-3.820743981834603,-5.963429291357825,0.715884221127941
2009-08-27,0.32,0.4,0.61,1.04,1.47,1.86,2.18,2.45,2.66,2.83,2.98,4.355701897894486,-3.7942468449761577,-5.824273516733901,0.7178314464994591
2009-08-28,0.32,0.4,0.61,1.04,1.48,1.87,2.2,2.46,2.67,2.84,2.98,4.336137366725421,-3.7483473460676606,-5.906669003151639,0.7018606019517921
2009-09-01,0.36,0.45,0.66,1.08,1.52,1.9,2.22,2.48,2.68,2.85,2.99,4.320500094712083,-3.717292216177322,-5.727870827013964,0.7050252868175927
2009-09-02,0.33,0.42,0.65,1.08,1.51,1.89,2.21,2.47,2.68,2.85,2.99,4.3336129977495155,-3.794122166135555,-5.646010016394799,0.7130503339904112
2009-09-03,0.32,0.41,0.63,1.06,1.5,1.88,2.2,2.46,2.67,2.84,2.98,4.32068440131998,-3.7705148116248193,-5.72708239964186,0.706928016447193
2009-09-04,0.32,0.4,0.61,1.04,1.47,1.85,2.17,2.43,2.65,2.83,2.97,4.355518986437946,-3.81161238043523,-5.753249958398123,0.726463427541456
2009-09-07,0.3,0.38,0.6,1.02,1.45,1.84,2.16,2.42,2.63,2.8,2.95,4.31097118120703,-3.778959817732547,-5.754579328999779,0.7171646650187337
2009-09-08,0.3,0.38,0.59,1.02,1.46,1.86,2.18,2.45,2.66,2.83,2.98,4.35343039642861,-3.790883743384046,-5.9309282826065,0.7083835759895472
2009-09-09,0.33,0.41,0.64,1.09,1.53,1.92,2.25,2.51,2.72,2.9,3.04,4.389351840018238,-3.8085762610718437,-5.898128132300475,0.6968212237507574
2009-09-10,0.36,0.43,0.63,1.04,1.49,1.88,2.21,2.48,2.69,2.86,3.01,4.4036466410370405,-3.760794794117884,-6.008535106412736,0.7142597293414086
2009-09-11,0.36,0.42,0.61,1.0,1.42,1.81,2.14,2.4,2.62,2.8,2.95,4.40104111099538,-3.7899028041548917,-5.885125749963775,0.7523930928836987
2009-09-14,0.36,0.44,0.64,1.05,1.49,1.88,2.21,2.48,2.69,2.86,3.0,4.3981544794361636,-3.77598646168794,-5.9045404104280275,0.7201719913029354
2009-09-15,0.32,0.37,0.56,0.97,1.41,1.81,2.14,2.41,2.62,2.8,2.95,4.362923332138139,-3.7304200382054145,-6.152193030970553,0.7165305394117815
2009-09-16,0.31,0.37,0.58,1.01,1.47,1.87,2.21,2.48,2.69,2.87,3.01,4.400738149947003,-3.7688023885258524,-6.23471322246785,0.6937938371346196
2009-09-17,0.3,0.37,0.59,1.03,1.49,1.89,2.22,2.49,2.71,2.88,3.03,4.411111925535443,-3.8181864512772767,-6.136831166250481,0.6952151164512645
2009-09-18,0.31,0.37,0.58,1.03,1.49,1.9,2.24,2.51,2.73,2.91,3.06,4.465108083689848,-3.8297135985288957,-6.330998692784588,0.6928776812738324
2009-09-21,0.3,0.37,0.59,1.04,1.51,1.93,2.27,2.55,2.77,2.94,3.09,4.500282602268903,-3.8736749243055817,-6.3762735147103164,0.6869709020466865
2009-09-22,0.29,0.37,0.59,1.05,1.52,1.94,2.29,2.56,2.79,2.96,3.11,4.531702414069396,-3.929200582882263,-6.361560346452494,0.6897408060710779
2009-09-23,0.32,0.39,0.61,1.07,1.55,1.97,2.32,2.6,2.82,2.99,3.14,4.551242411741765,-3.884398659229955,-6.492955226761696,0.6783863529099009
2009-09-24,0.31,0.38,0.59,1.02,1.47,1.87,2.21,2.48,2.71,2.89,3.04,4.49368617387898,-3.916574781416145,-6.118599956443379,0.7255540646328934
2009-09-25,0.31,0.38,0.59,1.01,1.45,1.85,2.18,2.45,2.67,2.85,3.0,4.432386363220143,-3.865133355634189,-6.002272433784588,0.7278294824724123
2009-09-28,0.3,0.37,0.58,1.01,1.46,1.85,2.19,2.46,2.68,2.86,3.01,4.437035328738352,-3.870160550085509,-6.062032107045104,0.7203057273334067
2009-09-29,0.37,0.46,0.67,1.09,1.53,1.91,2.23,2.49,2.7,2.88,3.02,4.391224000127279,-3.7979025151585324,-5.719224943004247,0.7221739904173361
2009-09-30,0.38,0.44,0.64,1.06,1.49,1.87,2.19,2.44,2.65,2.82,2.97,4.300735601982497,-3.6419366996305813,-5.859788436090415,0.70493043033714
2009-10-01,0.37,0.42,0.61,1.0,1.41,1.78,2.09,2.35,2.56,2.73,2.87,4.235745907554825,-3.608961230548873,-5.712017830403401,0.7342437883960388
2009-10-02,0.37,0.43,0.61,0.99,1.39,1.76,2.06,2.31,2.52,2.69,2.82,4.167799540225072,-3.5555507218607794,-5.55514658979109,0.739429096773725
2009-10-05,0.39,0.45,0.63,1.0,1.4,1.76,2.07,2.32,2.52,2.69,2.83,4.183027185588003,-3.5596012863395057,-5.510670897401095,0.7482086446010553
2009-10-06,0.39,0.46,0.65,1.03,1.43,1.79,2.09,2.34,2.53,2.7,2.83,4.1303086190735305,-3.515080746147121,-5.403501507476575,0.7295769062321006
2009-10-07,0.38,0.45,0.64,1.01,1.4,1.75,2.05,2.29,2.49,2.65,2.79,4.095109188158121,-3.5167125426682873,-5.259009803333775,0.7473118383351595
2009-10-08,0.38,0.45,0.63,1.0,1.39,1.74,2.04,2.28,2.47,2.63,2.77,4.053545177784799,-3.457331687842136,-5.283658735016431,0.7378046791693327
2009-10-09,0.39,0.48,0.68,1.08,1.48,1.83,2.13,2.37,2.56,2.72,2.85,4.09666790716954,-3.5085387626611286,-5.235396947857782,0.7142423950275938
2009-10-12,0.38,0.46,0.66,1.04,1.43,1.77,2.06,2.3,2.5,2.66,2.79,4.06335831642868,-3.5112990477655446,-5.103235329128129,0.7415902904122325
2009-10-13,0.39,0.47,0.65,1.03,1.42,1.78,2.07,2.31,2.5,2.66,2.79,4.05130520236789,-3.4433136916927367,-5.266289123847931,0.7249438725282238
2009-10-14,0.38,0.46,0.65,1.04,1.44,1.8,2.1,2.34,2.55,2.71,2.86,4.1794587595312915,-3.6041087338550737,-5.3404639636150835,0.7440378155580326
2009-10-15,0.39,0.46,0.67,1.07,1.49,1.86,2.17,2.42,2.62,2.79,2.93,4.240673108216188,-3.61500049345267,-5.585504782658754,0.715158119455637
2009-10-16,0.39,0.47,0.67,1.08,1.51,1.88,2.19,2.44,2.65,2.82,2.96,4.286783343722673,-3.66165378457383,-5.629052818924867,0.7166852980160945
2009-10-19,0.4,0.48,0.69,1.12,1.54,1.92,2.22,2.47,2.67,2.83,2.97,4.231324437933879,-3.5779170812849506,-5.628986503819553,0.687850067094634
2009-10-20,0.41,0.48,0.67,1.06,1.48,1.84,2.15,2.4,2.6,2.77,2.91,4.23268344104077,-3.583535338254798,-5.563188273453397,0.7258188943760011
2009-10-21,0.44,0.55,0.78,1.21,1.64,2.02,2.32,2.57,2.77,2.93,3.07,4.33582502087411,-3.699741591761886,-5.444869992033061,0.6948536405617344
2009-10-22,0.43,0.52,0.73,1.16,1.58,1.95,2.25,2.5,2.71,2.87,3.02,4.311577898355696,-3.672842595477161,-5.498506729008073,0.7104059688246344
2009-10-23,0.4,0.47,0.68,1.1,1.52,1.89,2.2,2.45,2.66,2.83,2.97,4.2846496033666766,-3.6480653707520023,-5.635703420411721,0.7114366838060996
2009-10-26,0.4,0.48,0.7,1.12,1.55,1.93,2.24,2.49,2.7,2.87,3.01,4.32510388443701,-3.692868795459453,-5.655129727657378,0.7061785120401777
2009-10-27,0.38,0.45,0.65,1.07,1.49,1.86,2.17,2.42,2.62,2.78,2.92,4.19771158409588,-3.551496977377977,-5.671936676617932,0.6947711825859261
2009-10-28,0.38,0.45,0.65,1.06,1.47,1.83,2.13,2.38,2.58,2.74,2.88,4.154454617981832,-3.537766375561283,-5.500880120283677,0.7084819127920148
2009-10-29,0.39,0.47,0.68,1.1,1.51,1.88,2.18,2.43,2.63,2.79,2.93,4.201587278118338,-3.5857562682775592,-5.492321241358448,0.7035940035998872
2009-10-30,0.38,0.46,0.66,1.05,1.46,1.83,2.13,2.38,2.58,2.74,2.88,4.182699830838008,-3.583507041070889,-5.444217785225979,0.7235515023461262
2009-11-02,0.4,0.48,0.68,1.09,1.51,1.88,2.18,2.43,2.63,2.79,2.93,4.208097228546486,-3.567051153264268,-5.546410171913143,0.70381511718579
2009-11-03,0.39,0.49,0.71,1.13,1.56,1.94,2.24,2.49,2.69,2.86,3.0,4.289789433418046,-3.6943421372219554,-5.493427763710545,0.7054419372526964
2009-11-04,0.4,0.51,0.73,1.18,1.61,1.99,2.29,2.54,2.75,2.91,3.05,4.322799627903186,-3.7163404477212794,-5.524277524229243,0.6917818909523814
2009-11-05,0.43,0.52,0.73,1.16,1.59,1.97,2.29,2.54,2.75,2.92,3.06,4.388484724293451,-3.7265978599534604,-5.682433432867236,0.7077454580785323
2009-11-06,0.42,0.5,0.69,1.11,1.55,1.93,2.26,2.52,2.74,2.92,3.07,4.486301798767289,-3.8220817848861914,-5.869905551472833,0.7341036308214313
2009-11-09,0.42,0.49,0.68,1.09,1.52,1.91,2.23,2.49,2.7,2.88,3.03,4.422104267242078,-3.741961657413089,-5.867994588943059,0.728071812431567
2009-11-10,0.42,0.49,0.68,1.09,1.52,1.91,2.22,2.48,2.69,2.86,3.01,4.3694616644649376,-3.6817550154462806,-5.8352159520440505,0.7177625669953346
2009-11-11,0.42,0.47,0.63,1.02,1.45,1.83,2.15,2.42,2.63,2.81,2.95,4.368848789621535,-3.6442072054885397,-6.007835192165167,0.7347964973404092
2009-11-12,0.44,0.5,0.68,1.07,1.49,1.86,2.17,2.42,2.63,2.81,2.95,4.315517523057671,-3.620874049632591,-5.7034886417810915,0.7354097604259889
2009-11-13,0.44,0.51,0.68,1.07,1.48,1.86,2.17,2.43,2.64,2.81,2.96,4.355072843221232,-3.6699150646027334,-5.696815103790409,0.7481200367896047
2009-11-16,0.44,0.5,0.67,1.05,1.46,1.83,2.14,2.4,2.61,2.78,2.92,4.307740069008891,-3.613058154162183,-5.690728811181932,0.7466467761744763
2009-11-17,0.44,0.5,0.66,1.03,1.43,1.79,2.1,2.35,2.55,2.72,2.86,4.218620753054288,-3.526869510597372,-5.569728100313992,0.7487310795040221
2009-11-18,0.4,0.45,0.6,0.96,1.36,1.73,2.04,2.3,2.5,2.68,2.82,4.230264016488972,-3.5609511406823176,-5.717697231054215,0.7614334146362571
2009-11-19,0.41,0.45,0.6,0.95,1.34,1.7,2.0,2.25,2.46,2.63,2.78,4.177166129581103,-3.5114357797134774,-5.6003741418298745,0.7722618462090803
2009-11-20,0.41,0.45,0.6,0.94,1.32,1.67,1.97,2.23,2.43,2.6,2.75,4.162243486458587,-3.514308537709381,-5.505679661308611,0.7883667523226751
2009-11-23,0.42,0.47,0.62,0.97,1.35,1.7,2.0,2.25,2.46,2.63,2.78,4.1920347254523405,-3.5510623976554943,-5.445016745723965,0.791225907512674
2009-11-24,0.44,0.5,0.65,0.99,1.37,1.71,2.01,2.25,2.45,2.62,2.76,4.128659225849549,-3.4776961983523043,-5.285402484323828,0.78535928688159
2009-11-25,0.43,0.49,0.65,0.99,1.37,1.72,2.01,2.25,2.45,2.61,2.75,4.081907810230834,-3.4353674256645226,-5.264661722761577,0.7690222817553592
2009-11-26,0.43,0.46,0.59,0.9,1.25,1.57,1.86,2.1,2.3,2.47,2.61,4.009648715908863,-3.365388031183505,-5.2112548150830555,0.8227031943927109
2009-11-27,0.44,0.48,0.61,0.92,1.27,1.6,1.88,2.11,2.31,2.48,2.62,3.989947888890036,-3.342767287291087,-5.129412665211537,0.8162091776461516
2009-11-30,0.43,0.47,0.6,0.92,1.26,1.59,1.87,2.1,2.3,2.46,2.6,3.943762880342306,-3.304828398479753,-5.094340208329987,0.8066206157428116
2009-12-01,0.43,0.47,0.59,0.91,1.27,1.6,1.88,2.12,2.32,2.48,2.62,3.970581169613568,-3.3050391832043005,-5.242188714569641,0.7952809955200775
2009-12-02,0.43,0.48,0.61,0.92,1.28,1.6,1.88,2.12,2.32,2.48,2.63,4.009172133710252,-3.386017703986627,-5.087818312053609,0.8232468184349105
2009-12-03,0.43,0.47,0.61,0.93,1.29,1.61,1.89,2.13,2.33,2.5,2.64,4.009150295825223,-3.3810541170513684,-5.126865080590891,0.8123970943386745
2009-12-04,0.44,0.51,0.67,1.02,1.38,1.7,1.98,2.22,2.42,2.58,2.72,4.0484574513671685,-3.4563038479290906,-4.92241372786414,0.8000230028828718
2009-12-07,0.44,0.5,0.66,0.99,1.35,1.67,1.95,2.19,2.39,2.55,2.69,4.034238113313531,-3.4327298003826474,-4.9544172942892875,0.8083069864996197
2009-12-08,0.43,0.51,0.66,0.97,1.31,1.63,1.9,2.14,2.34,2.51,2.66,4.103275646660228,-3.572014463195278,-4.7172603913822115,0.8845798618676726
2009-12-09,0.44,0.5,0.64,0.95,1.29,1.6,1.88,2.12,2.32,2.49,2.63,4.054725738908262,-3.474848622409362,-4.867125846835335,0.8635043750104245
2009-12-10,0.44,0.5,0.64,0.95,1.29,1.62,1.9,2.15,2.36,2.54,2.7,4.240296024753925,-3.6708005241687554,-5.029282217994938,0.901534871174896
2009-12-11,0.44,0.51,0.66,0.98,1.32,1.65,1.94,2.19,2.4,2.58,2.74,4.288082959179973,-3.735730125432985,-4.986145061902297,0.9032418999967317
2009-12-14,0.44,0.53,0.69,1.0,1.34,1.67,1.96,2.2,2.41,2.59,2.74,4.280017740067347,-3.756717568812136,-4.793649337014045,0.9144618991354657
2009-12-15,0.45,0.55,0.72,1.06,1.41,1.74,2.03,2.28,2.49,2.67,2.82,4.337584215887331,-3.8177015717358262,-4.786315760290796,0.8946184452882616
2009-12-16,0.44,0.51,0.68,1.02,1.37,1.71,2.0,2.25,2.46,2.64,2.8,4.29830804383615,-3.745402882367565,-5.016201934543448,0.8694432356963251
2009-12-17,0.44,0.51,0.67,1.0,1.35,1.69,1.98,2.23,2.44,2.62,2.78,4.294106121937892,-3.7328406263633642,-5.045811012212135,0.8766367100090688
2009-12-18,0.44,0.5,0.65,0.98,1.33,1.66,1.95,2.19,2.4,2.58,2.74,4.221635801641292,-3.644767962228747,-5.054827997938652,0.8668508682166904
2009-12-21,0.45,0.52,0.69,1.04,1.41,1.75,2.04,2.29,2.49,2.67,2.82,4.2354912521965025,-3.6380697789291956,-5.1062016249205,0.8194942004734528
2009-12-22,0.45,0.53,0.7,1.07,1.45,1.8,2.1,2.35,2.56,2.74,2.89,4.321355581387204,-3.717611100172408,-5.228375794934923,0.8084617444364303
2009-12-23,0.44,0.52,0.7,1.07,1.46,1.81,2.11,2.37,2.58,2.76,2.92,4.374770795563862,-3.7900382165496582,-5.26257165921322,0.8143630615181493
2009-12-24,0.45,0.53,0.71,1.08,1.47,1.82,2.12,2.38,2.59,2.77,2.92,4.362892003990259,-3.761270229112225,-5.268660158780909,0.8066276865543011
2009-12-29,0.45,0.56,0.77,1.17,1.57,1.93,2.23,2.48,2.69,2.87,3.02,4.410727915447126,-3.8509538072407885,-5.117187528532096,0.7839462718824342
2009-12-30,0.45,0.55,0.77,1.18,1.59,1.95,2.25,2.5,2.7,2.88,3.03,4.364326714780413,-3.774494240794458,-5.224548760686672,0.7503808817431125
2009-12-31,0.45,0.54,0.75,1.16,1.56,1.91,2.21,2.46,2.67,2.85,3.0,4.362563155080315,-3.7774144836984327,-5.208789933625097,0.767723189055751
2010-01-04,0.45,0.54,0.74,1.13,1.52,1.87,2.17,2.42,2.63,2.81,2.96,4.357964944465554,-3.781555985852865,-5.148874419687941,0.7918303567190903
2010-01-05,0.45,0.54,0.72,1.1,1.49,1.84,2.15,2.4,2.61,2.79,2.94,4.368639652776138,-3.7724711992982307,-5.24098475872727,0.8001363314453283
2010-01-06,0.45,0.54,0.73,1.1,1.49,1.85,2.15,2.4,2.62,2.8,2.96,4.425600384849854,-3.8506819597208217,-5.204985149512522,0.8203367912402919
2010-01-07,0.45,0.53,0.71,1.09,1.47,1.83,2.13,2.39,2.61,2.79,2.94,4.410240534752312,-3.8140540499962388,-5.299850700625841,0.8139951283202209
2010-01-08,0.44,0.52,0.69,1.05,1.44,1.79,2.1,2.36,2.58,2.77,2.93,4.469609679021074,-3.889552047597128,-5.341463323561326,0.8450627233550649
2010-01-11,0.44,0.52,0.68,1.03,1.4,1.75,2.05,2.31,2.53,2.71,2.87,4.40912809980381,-3.835166817670573,-5.23397381668307,0.8597715331258263
2010-01-12,0.45,0.51,0.67,1.01,1.37,1.71,2.01,2.26,2.47,2.65,2.81,4.300225340072337,-3.7000963950732864,-5.200412880550662,0.8497215717508174
2010-01-13,0.44,0.52,0.69,1.03,1.4,1.75,2.05,2.3,2.52,2.7,2.85,4.360650564465546,-3.7897921276882283,-5.161121855758484,0.8525712466361688
2010-01-14,0.44,0.52,0.68,1.04,1.41,1.75,2.05,2.3,2.52,2.7,2.85,4.337658983341801,-3.762900447023376,-5.1622545451653075,0.842752070491272
2010-01-15,0.44,0.51,0.67,1.01,1.37,1.71,2.01,2.26,2.48,2.66,2.82,4.352081338370541,-3.782456404754332,-5.157787321728641,0.8698125614830977
2010-01-18,0.44,0.52,0.69,1.03,1.39,1.72,2.02,2.27,2.48,2.66,2.82,4.330509720238137,-3.7869246008732222,-4.992768749823973,0.8742844301709272
2010-01-19,0.45,0.54,0.74,1.11,1.49,1.83,2.12,2.36,2.57,2.75,2.9,4.294472049626049,-3.7450655730523463,-4.940349920749334,0.8143043043719888
2010-01-20,0.45,0.54,0.72,1.08,1.45,1.79,2.08,2.33,2.55,2.73,2.88,4.35990986971932,-3.813015564225136,-4.9842274894020555,0.8519447755121703
2010-01-21,0.44,0.5,0.66,1.0,1.36,1.69,1.99,2.24,2.46,2.64,2.8,4.324192646810649,-3.750177048949592,-5.16303491029937,0.8686255235709632
2010-01-22,0.45,0.51,0.67,0.99,1.34,1.67,1.96,2.22,2.43,2.62,2.78,4.358921368615095,-3.794156059739679,-5.085695425692249,0.9052513400962965
2010-01-25,0.44,0.51,0.67,0.99,1.33,1.66,1.95,2.21,2.42,2.61,2.77,4.377251842187913,-3.8436241063165513,-4.990541892379365,0.9271141373520491
2010-01-26,0.45,0.51,0.65,0.95,1.29,1.61,1.9,2.15,2.37,2.55,2.72,4.347057353659033,-3.7840741414112378,-5.050364631117844,0.9417307258034361
2010-01-27,0.44,0.51,0.66,0.97,1.31,1.62,1.91,2.16,2.37,2.56,2.72,4.327473452552103,-3.801674113883414,-4.887888276075682,0.9452125198088552
2010-01-28,0.45,0.51,0.66,0.96,1.3,1.62,1.91,2.16,2.38,2.56,2.73,4.356242980700231,-3.8030889096358287,-5.010591970514087,0.9437257133261839
2010-01-29,0.45,0.51,0.65,0.94,1.27,1.59,1.87,2.12,2.34,2.53,2.7,4.388213697069836,-3.845707857411261,-4.982396791756502,0.9818618447932409
2010-02-01,0.45,0.51,0.65,0.96,1.3,1.62,1.91,2.16,2.37,2.56,2.72,4.309894324793261,-3.7425810062854614,-5.0355426433184,0.9238479515426181
2010-02-02,0.45,0.51,0.65,0.96,1.3,1.64,1.93,2.19,2.4,2.58,2.74,4.316206559395458,-3.723786192294635,-5.165364032718652,0.9004359663300935
2010-02-03,0.44,0.5,0.64,0.95,1.3,1.62,1.91,2.16,2.38,2.56,2.72,4.296221659032803,-3.728544739357524,-5.08487111841132,0.9103053283496063
2010-02-04,0.44,0.48,0.6,0.87,1.2,1.54,1.84,2.09,2.31,2.5,2.66,4.343958146574838,-3.733345924239016,-5.368207083150622,0.9412438676166306
2010-02-05,0.45,0.48,0.58,0.83,1.15,1.47,1.76,2.01,2.23,2.42,2.58,4.303311885122681,-3.680158359952772,-5.341214736817426,0.9754056893916861
2010-02-08,0.46,0.5,0.61,0.87,1.19,1.51,1.8,2.05,2.27,2.46,2.62,4.3402023077584815,-3.729125081351212,-5.243121601912487,0.9794988352253405
2010-02-09,0.46,0.51,0.63,0.9,1.22,1.53,1.82,2.08,2.3,2.49,2.66,4.438680944538502,-3.8637740114769104,-5.150608650391603,1.013485166166137
2010-02-10,0.46,0.49,0.59,0.83,1.13,1.44,1.73,1.99,2.22,2.42,2.59,4.523676723383502,-3.9270710590606717,-5.392311074732544,1.0713227262566976
2010-02-11,0.45,0.49,0.59,0.85,1.16,1.48,1.78,2.04,2.27,2.47,2.64,4.52582407153843,-3.9328794173683876,-5.4259801225172,1.0358727624738655
2010-02-12,0.46,0.5,0.6,0.83,1.13,1.44,1.74,2.0,2.23,2.43,2.61,4.619463779516604,-4.03137814489076,-5.429211579065779,1.1017775217221715
2010-02-15,0.47,0.51,0.61,0.86,1.16,1.48,1.78,2.04,2.28,2.48,2.65,4.623045660773935,-4.018777709561047,-5.462036818987296,1.0731412872710397
2010-02-16,0.47,0.5,0.59,0.82,1.11,1.42,1.71,1.96,2.19,2.39,2.57,4.545927194845524,-3.9400635764086775,-5.402258513888137,1.0985691515052387
2010-02-17,0.47,0.51,0.6,0.82,1.12,1.42,1.71,1.97,2.19,2.39,2.56,4.517539294288265,-3.912664380611692,-5.339232395438254,1.0953756407652713
2010-02-18,0.47,0.51,0.6,0.82,1.12,1.43,1.72,1.98,2.22,2.42,2.59,4.627271722019471,-4.021479177048534,-5.469009918613169,1.1122535963297484
2010-02-19,0.47,0.51,0.61,0.85,1.15,1.46,1.75,2.01,2.24,2.43,2.6,4.505780426775957,-3.9034258134157103,-5.315280798772514,1.0657967783266402
2010-02-22,0.47,0.51,0.6,0.83,1.12,1.42,1.71,1.96,2.19,2.38,2.56,4.522099996326752,-3.92831243951787,-5.285587085859809,1.1064977169085566
2010-02-23,0.47,0.5,0.59,0.81,1.1,1.39,1.67,1.91,2.13,2.33,2.5,4.4098331321555655,-3.8158750757209017,-5.18001539273228,1.1033467037325784
2010-02-24,0.47,0.49,0.57,0.77,1.04,1.33,1.61,1.86,2.08,2.27,2.45,4.449494798117464,-3.8405980899421213,-5.324204313919797,1.139351530770662
2010-02-25,0.47,0.5,0.58,0.78,1.04,1.32,1.58,1.82,2.04,2.24,2.41,4.463444151504325,-3.8906823354053808,-5.110877471560389,1.2013647665264515
2010-02-26,0.46,0.5,0.58,0.79,1.05,1.33,1.59,1.83,2.05,2.25,2.42,4.475331804111679,-3.924569338032253,-5.043246583659894,1.2079515182093163
2010-03-01,0.47,0.5,0.59,0.81,1.09,1.37,1.63,1.86,2.08,2.27,2.44,4.298578784307472,-3.7245528677128377,-4.943158990861566,1.1186467120412318
2010-03-02,0.47,0.5,0.59,0.81,1.09,1.37,1.63,1.87,2.08,2.28,2.45,4.343167132023043,-3.770792869966762,-4.983817664261644,1.1298253753038108
2010-03-03,0.47,0.51,0.61,0.86,1.15,1.44,1.71,1.95,2.16,2.35,2.52,4.287565625681269,-3.7137542736643416,-4.9192758698172945,1.0606569463940965
2010-03-04,0.47,0.51,0.62,0.88,1.17,1.47,1.73,1.97,2.18,2.36,2.52,4.178412400284531,-3.5996848425270693,-4.825778332600442,1.0124296733121678
2010-03-05,0.47,0.52,0.64,0.9,1.21,1.5,1.77,2.0,2.21,2.39,2.56,4.205073165332894,-3.6431869358663125,-4.7516136434695575,1.011501772361638
2010-03-08,0.47,0.52,0.63,0.89,1.19,1.48,1.74,1.97,2.18,2.37,2.54,4.241987903443677,-3.689971089878676,-4.736921309971024,1.0472262212340653
2010-03-09,0.47,0.52,0.62,0.87,1.15,1.44,1.7,1.93,2.14,2.32,2.49,4.215337797399319,-3.6582838972871867,-4.723596818193915,1.0679943914742742
2010-03-10,0.48,0.51,0.61,0.85,1.13,1.41,1.67,1.9,2.11,2.3,2.47,4.239947069777641,-3.6649398937842355,-4.8217958096409745,1.0853295771529377
2010-03-11,0.48,0.52,0.63,0.88,1.16,1.44,1.7,1.94,2.15,2.33,2.5,4.254406919542409,-3.693973262763522,-4.736564055637967,1.080756203926422
2010-03-12,0.47,0.52,0.63,0.88,1.17,1.45,1.71,1.94,2.15,2.33,2.5,4.215008999936281,-3.669907412530197,-4.658062266806034,1.0692015795072278
2010-03-15,0.48,0.52,0.62,0.87,1.16,1.44,1.7,1.93,2.13,2.32,2.49,4.185115827528078,-3.6115963780319067,-4.73894595232304,1.0539663798671792
2010-03-16,0.48,0.52,0.63,0.89,1.18,1.46,1.71,1.94,2.14,2.32,2.49,4.112523013461457,-3.5481527188221946,-4.612469056159319,1.0309311180930785
2010-03-17,0.48,0.52,0.62,0.86,1.15,1.43,1.69,1.91,2.12,2.3,2.47,4.15325323400556,-3.5765221925193424,-4.716484275854855,1.053222249336888
2010-03-18,0.48,0.52,0.63,0.88,1.17,1.45,1.7,1.93,2.14,2.32,2.49,4.17771874348742,-3.617192615490695,-4.657952944220762,1.0591367224905743
2010-03-19,0.48,0.53,0.63,0.88,1.16,1.44,1.7,1.94,2.14,2.33,2.49,4.2327430782856545,-3.670255975542984,-4.7044006926762565,1.078495489008664
2010-03-22,0.48,0.52,0.63,0.86,1.14,1.43,1.68,1.92,2.13,2.31,2.47,4.21226449024517,-3.640737568806741,-4.742872458525195,1.0756321635921042
2010-03-23,0.48,0.52,0.62,0.85,1.12,1.39,1.64,1.86,2.07,2.25,2.42,4.187807576208795,-3.636293431983087,-4.600998890600405,1.122267939931998
2010-03-24,0.48,0.53,0.64,0.88,1.15,1.43,1.68,1.91,2.12,2.31,2.48,4.31956931673646,-3.787413674858672,-4.611954704434062,1.1477403472063654
2010-03-25,0.48,0.53,0.63,0.87,1.15,1.42,1.68,1.91,2.12,2.31,2.48,4.309595546101173,-3.7642057065290393,-4.684022340566049,1.1325550882722455
2010-03-26,0.48,0.53,0.63,0.86,1.13,1.4,1.66,1.89,2.1,2.29,2.46,4.34417290107167,-3.8023132984191275,-4.689641885360357,1.16425108535756
2010-03-29,0.48,0.53,0.63,0.86,1.14,1.41,1.66,1.88,2.09,2.27,2.44,4.199200243401026,-3.6523518285728596,-4.568243816514551,1.1184170809804752
2010-03-30,0.48,0.53,0.64,0.87,1.13,1.4,1.64,1.87,2.08,2.26,2.43,4.28666928729247,-3.7655510217193493,-4.495054221481308,1.1830468119757085
2010-03-31,0.48,0.53,0.63,0.84,1.09,1.34,1.59,1.82,2.03,2.22,2.39,4.451691040107337,-3.9357099119552954,-4.611158626902908,1.2878224781796508
2010-04-01,0.48,0.53,0.63,0.84,1.1,1.37,1.62,1.85,2.05,2.24,2.41,4.316200567507861,-3.777580954897214,-4.623526712256808,1.1962447994318655
2010-04-06,0.48,0.53,0.64,0.88,1.15,1.42,1.67,1.9,2.11,2.3,2.47,4.331192542990043,-3.807176708791154,-4.572696198200823,1.1669303869407657
2010-04-07,0.48,0.53,0.63,0.87,1.14,1.42,1.68,1.92,2.13,2.32,2.5,4.410203834325902,-3.866669042994955,-4.778272084298946,1.1606676671790574
2010-04-08,0.48,0.53,0.63,0.85,1.11,1.39,1.64,1.88,2.09,2.28,2.45,4.39847405536068,-3.8561761236695338,-4.74101847660008,1.1925618641064495
