date,3,6,9,12,15,18,21,24,30,36,48,60,beta0,beta1,beta2
2016-02-17,0.0046,0.0045000000000000005,0.0043,0.0042,0.0040999999999999995,0.0040999999999999995,0.0042,0.0043,0.0045000000000000005,0.0048,0.005600000000000001,0.0066,0.008953748213668481,-0.003367991280110199,-0.010591510672459175
2016-02-18,0.0046,0.0045000000000000005,0.0043,0.0042,0.0042,0.0042,0.0042,0.0042,0.0044,0.004699999999999999,0.0054,0.0063,0.008308883013398816,-0.002822433598447559,-0.009295106135816984
2016-02-19,0.0046,0.0045000000000000005,0.0043,0.0042,0.0040999999999999995,0.0040999999999999995,0.0040999999999999995,0.0042,0.0043,0.0046,0.0053,0.0060999999999999995,0.008063264710812888,-0.0025621258366249015,-0.009106493592322682
2016-02-22,0.0046,0.0045000000000000005,0.0043,0.0040999999999999995,0.0040999999999999995,0.0040999999999999995,0.0040999999999999995,0.0040999999999999995,0.0043,0.0045000000000000005,0.0051,0.0059,0.007673858742357957,-0.002223833880977838,-0.008457545821992856
2016-02-23,0.0046,0.0045000000000000005,0.0044,0.0043,0.0042,0.0042,0.0042,0.0042,0.0043,0.0045000000000000005,0.0052,0.006,0.007636216477306748,-0.0022086979873784073,-0.008027470218342407
2016-02-24,0.0046,0.0045000000000000005,0.0042,0.0040999999999999995,0.0039000000000000003,0.0039000000000000003,0.0038,0.0038,0.0039000000000000003,0.0040999999999999995,0.004699999999999999,0.0055000000000000005,0.00709575016240838,-0.0015028124703821049,-0.008519544886103592
2016-02-25,0.0046,0.0044,0.0042,0.0039000000000000003,0.0037,0.0036,0.0034999999999999996,0.0034999999999999996,0.0034999999999999996,0.0036,0.0040999999999999995,0.0048,0.006023381853024486,-0.0004046811589204671,-0.007652352379514393
2016-02-26,0.0046,0.0045000000000000005,0.0042,0.0040999999999999995,0.0039000000000000003,0.0038,0.0037,0.0037,0.0038,0.0039000000000000003,0.0044,0.0052,0.006506263774062645,-0.0009329937175580894,-0.00770592156822349
2016-02-29,0.0046,0.0045000000000000005,0.0042,0.004,0.0038,0.0037,0.0036,0.0034999999999999996,0.0034999999999999996,0.0034999999999999996,0.0039000000000000003,0.0046,0.00541487249538208,0.00011884634595642771,-0.0062538929062591585
2016-03-01,0.0046,0.0044,0.0042,0.004,0.0039000000000000003,0.0038,0.0037,0.0037,0.0038,0.0039000000000000003,0.0044,0.0052,0.006535463060008087,-0.0010139499771401493,-0.007724454118585919
2016-03-02,0.0046,0.0044,0.0043,0.0042,0.0040999999999999995,0.004,0.004,0.004,0.0040999999999999995,0.0043,0.0049,0.0058,0.007378335508872035,-0.0019070241678399054,-0.008250969058303189
2016-03-03,0.0046,0.0045000000000000005,0.0043,0.0042,0.0040999999999999995,0.004,0.004,0.004,0.0040999999999999995,0.0043,0.0049,0.0058,0.007387794588970859,-0.0018640335895779474,-0.008345588808924862
2016-03-04,0.0046,0.0045000000000000005,0.0043,0.0042,0.0040999999999999995,0.0040999999999999995,0.0042,0.0042,0.0044,0.004699999999999999,0.0054,0.0064,0.008525938767159411,-0.00297260740689929,-0.009904659631152977
2016-03-07,0.0046,0.0045000000000000005,0.0043,0.0042,0.0042,0.0042,0.0043,0.0044,0.0046,0.0049,0.005600000000000001,0.006500000000000001,0.008702100650097933,-0.003262014724981199,-0.009610974675387251
2016-03-08,0.0046,0.0045000000000000005,0.0043,0.0040999999999999995,0.0040999999999999995,0.0040999999999999995,0.0040999999999999995,0.0040999999999999995,0.0043,0.0045000000000000005,0.0051,0.006,0.007802818129861377,-0.002321353300613056,-0.008747872274319913
2016-03-09,0.0046,0.0045000000000000005,0.0043,0.0042,0.0040999999999999995,0.0040999999999999995,0.0040999999999999995,0.0042,0.0044,0.004699999999999999,0.0054,0.0064,0.00856260737245972,-0.002984612108081969,-0.010064006927272232
2016-03-10,0.0046,0.0045000000000000005,0.0044,0.0043,0.0043,0.0043,0.0043,0.0044,0.004699999999999999,0.005,0.0058,0.0068000000000000005,0.009136649396174992,-0.003623470584034872,-0.010259838063913345
2016-03-11,0.0046,0.0046,0.0046,0.0046,0.004699999999999999,0.004699999999999999,0.0049,0.005,0.0053,0.005699999999999999,0.006500000000000001,0.0075,0.009945181539390297,-0.004662052114573699,-0.009589391383073487
2016-03-14,0.0046,0.0045000000000000005,0.0045000000000000005,0.0045000000000000005,0.0046,0.004699999999999999,0.0048,0.005,0.0053,0.005699999999999999,0.006500000000000001,0.0074,0.009948799303170925,-0.0047307483113569505,-0.009665369206191841
2016-03-15,0.0046,0.0045000000000000005,0.0045000000000000005,0.0045000000000000005,0.0046,0.0046,0.0048,0.0049,0.0052,0.0055000000000000005,0.0063,0.0072,0.009535510635034248,-0.004318515816702995,-0.009141641715653947
2016-03-16,0.0046,0.0045000000000000005,0.0045000000000000005,0.0046,0.0046,0.004699999999999999,0.0048,0.005,0.0053,0.005600000000000001,0.0064,0.0073,0.009668462162496541,-0.004484461434093959,-0.009100107444904571
2016-03-17,0.0046,0.0045000000000000005,0.0045000000000000005,0.0044,0.0045000000000000005,0.0045000000000000005,0.0046,0.004699999999999999,0.0049,0.0051,0.0058,0.0066,0.008480787961653993,-0.0032786804543711587,-0.007848960349808873
2016-03-18,0.0046,0.0045000000000000005,0.0045000000000000005,0.0044,0.0045000000000000005,0.0045000000000000005,0.0045000000000000005,0.0046,0.0048,0.0051,0.005699999999999999,0.006500000000000001,0.008331325895075343,-0.0031036224782858305,-0.00777356606492508
2016-03-21,0.0046,0.0045000000000000005,0.0045000000000000005,0.0045000000000000005,0.0045000000000000005,0.0046,0.0046,0.004699999999999999,0.005,0.0053,0.006,0.0068000000000000005,0.008881899029386688,-0.003654601786033487,-0.008398788051813363
2016-03-22,0.0046,0.0045000000000000005,0.0044,0.0044,0.0044,0.0045000000000000005,0.0046,0.004699999999999999,0.0049,0.0052,0.0059,0.0067,0.00878917599632241,-0.0035602563059677775,-0.008489494239075766
2016-03-23,0.0046,0.0044,0.0043,0.0043,0.0043,0.0043,0.0044,0.0045000000000000005,0.004699999999999999,0.0049,0.005600000000000001,0.0064,0.008373523191263527,-0.0031223328302039154,-0.0084198002898678
2016-03-24,0.0045000000000000005,0.0044,0.0043,0.0043,0.0043,0.0044,0.0045000000000000005,0.0046,0.0048,0.0051,0.0058,0.0067,0.008818135383825832,-0.003657775725602993,-0.008779820691402826
2016-03-29,0.0045000000000000005,0.0044,0.0043,0.0042,0.0042,0.0043,0.0044,0.0045000000000000005,0.004699999999999999,0.0049,0.0055000000000000005,0.0063,0.008183111112784965,-0.003059176008133272,-0.00794226037757868
2016-03-30,0.0046,0.0044,0.0043,0.0042,0.0043,0.0043,0.0044,0.0045000000000000005,0.004699999999999999,0.0049,0.005600000000000001,0.0064,0.008412181557307793,-0.0031602985115240156,-0.0085329525908519
2016-03-31,0.0046,0.0044,0.0042,0.0042,0.0042,0.0042,0.0042,0.0043,0.0045000000000000005,0.004699999999999999,0.0053,0.0060999999999999995,0.007952808687931075,-0.0026582673976211337,-0.008281602540513201
2016-04-01,0.0046,0.0044,0.0043,0.0042,0.0040999999999999995,0.0040999999999999995,0.0042,0.0042,0.0044,0.0046,0.0052,0.006,0.007804015811914268,-0.002442646990595175,-0.008328034392112573
2016-04-04,0.0046,0.0044,0.0042,0.0042,0.0042,0.0042,0.0042,0.0043,0.0045000000000000005,0.004699999999999999,0.0053,0.0060999999999999995,0.007952808687931075,-0.0026582673976211337,-0.008281602540513201
2016-04-05,0.0045000000000000005,0.0043,0.0040999999999999995,0.004,0.0039000000000000003,0.0038,0.0038,0.0038,0.004,0.0040999999999999995,0.004699999999999999,0.0055000000000000005,0.007119547571254809,-0.0017479447238938723,-0.008274699571800785
2016-04-06,0.0045000000000000005,0.0043,0.0040999999999999995,0.004,0.0039000000000000003,0.0038,0.0038,0.0038,0.0039000000000000003,0.0040999999999999995,0.0048,0.005600000000000001,0.007332668784754296,-0.0018984094470028794,-0.008799191725269958
2016-04-07,0.0046,0.0043,0.0040999999999999995,0.004,0.0038,0.0038,0.0037,0.0037,0.0037,0.0039000000000000003,0.0043,0.0051,0.006380101802428323,-0.0009414780154593455,-0.007444264703474225
2016-04-08,0.0046,0.0043,0.0040999999999999995,0.0039000000000000003,0.0038,0.0037,0.0037,0.0037,0.0038,0.004,0.0045000000000000005,0.0053,0.006916383608115094,-0.0013983637034659267,-0.008549510445825251
2016-04-11,0.0045000000000000005,0.0043,0.0040999999999999995,0.0039000000000000003,0.0039000000000000003,0.0038,0.0039000000000000003,0.0039000000000000003,0.004,0.0042,0.0048,0.005600000000000001,0.007336735340988599,-0.0019805723816457106,-0.008541361524518103
2016-04-12,0.0045000000000000005,0.0043,0.0040999999999999995,0.0040999999999999995,0.0040999999999999995,0.0040999999999999995,0.0040999999999999995,0.0042,0.0044,0.0046,0.0053,0.0060999999999999995,0.008065675013440438,-0.0028278583569738844,-0.008730845663974652
2016-04-13,0.0046,0.0043,0.0042,0.0040999999999999995,0.0040999999999999995,0.0040999999999999995,0.0042,0.0042,0.0044,0.0046,0.0052,0.0059,0.007726201831630561,-0.002468565712526332,-0.008091427763712751
2016-04-14,0.0046,0.0044,0.0042,0.0040999999999999995,0.0040999999999999995,0.0042,0.0042,0.0043,0.0045000000000000005,0.004699999999999999,0.0053,0.0060999999999999995,0.008036230192739366,-0.0027270058526106455,-0.008547991996896213
2016-04-15,0.0046,0.0044,0.0042,0.0040999999999999995,0.0040999999999999995,0.0040999999999999995,0.0040999999999999995,0.0040999999999999995,0.0043,0.0045000000000000005,0.0051,0.0058,0.007557386396029983,-0.0022117869215888914,-0.00810778689260893
2016-04-18,0.0046,0.0043,0.0042,0.0040999999999999995,0.0040999999999999995,0.0042,0.0042,0.0043,0.0045000000000000005,0.0048,0.0055000000000000005,0.0064,0.008610275600283445,-0.003245428005803465,-0.009645051282366217
2016-04-19,0.0046,0.0044,0.0043,0.0043,0.0043,0.0044,0.0045000000000000005,0.0046,0.0048,0.0051,0.0058,0.0066,0.008750143254099898,-0.0035225606236751845,-0.00878418048428644
2016-04-20,0.0046,0.0044,0.0044,0.0044,0.0044,0.0045000000000000005,0.0046,0.004699999999999999,0.005,0.0052,0.0058,0.0066,0.008566595702724096,-0.0034527821611207337,-0.007870382334984912
2016-04-21,0.0046,0.0045000000000000005,0.0044,0.0045000000000000005,0.0046,0.0048,0.0049,0.0051,0.0054,0.005699999999999999,0.006500000000000001,0.0074,0.009864007938021335,-0.004756815594926743,-0.009160717753568963
2016-04-22,0.0046,0.0045000000000000005,0.0045000000000000005,0.0045000000000000005,0.0046,0.0048,0.0049,0.0051,0.0055000000000000005,0.0058,0.0066,0.0075,0.010083485703387055,-0.004941781145129064,-0.00950239091029961
2016-04-25,0.0046,0.0045000000000000005,0.0044,0.0045000000000000005,0.0046,0.0048,0.005,0.0052,0.005600000000000001,0.006,0.0068000000000000005,0.0077,0.010525385114990848,-0.005406372435731747,-0.010067948265893082
2016-04-26,0.0046,0.0045000000000000005,0.0045000000000000005,0.0046,0.004699999999999999,0.0049,0.0052,0.0054,0.0059,0.0063,0.0073,0.0083,0.011529349217976078,-0.006364995679489128,-0.011322576021331637
2016-04-27,0.0046,0.0045000000000000005,0.0045000000000000005,0.0046,0.004699999999999999,0.0049,0.0051,0.0054,0.0058,0.0062,0.006999999999999999,0.0079,0.010769901898114248,-0.005712851610144461,-0.009916250187905493
2016-04-28,0.0046,0.0044,0.0044,0.0045000000000000005,0.0046,0.0048,0.005,0.0052,0.005600000000000001,0.006,0.0068000000000000005,0.0078000000000000005,0.010644885422395441,-0.005546882433628924,-0.010263654967598457
2016-04-29,0.0046,0.0044,0.0044,0.0045000000000000005,0.0046,0.0048,0.005,0.0052,0.0055000000000000005,0.0059,0.0067,0.0076,0.010274502148252028,-0.005221915581807075,-0.009596468084975952
2016-05-03,0.0045000000000000005,0.0044,0.0043,0.0043,0.0044,0.0045000000000000005,0.004699999999999999,0.0048,0.0051,0.0055000000000000005,0.0062,0.0070999999999999995,0.009569690710237565,-0.004468466390266965,-0.009446084782443485
2016-05-04,0.0045000000000000005,0.0042,0.0042,0.0042,0.0043,0.0044,0.0046,0.004699999999999999,0.005,0.0054,0.0060999999999999995,0.0069,0.009392239500412812,-0.0043762418666011115,-0.009355824824705438
2016-05-05,0.0045000000000000005,0.0042,0.0040999999999999995,0.004,0.0040999999999999995,0.0040999999999999995,0.0043,0.0044,0.004699999999999999,0.005,0.005699999999999999,0.0066,0.009063485379558213,-0.0038696790896716408,-0.01002519580071374
2016-05-06,0.0045000000000000005,0.0042,0.004,0.0039000000000000003,0.0039000000000000003,0.004,0.0040999999999999995,0.0042,0.0044,0.004699999999999999,0.0054,0.0063,0.008658976453859154,-0.0033785299579243873,-0.01011261789992406
2016-05-09,0.0044,0.0040999999999999995,0.0038,0.0038,0.0037,0.0038,0.0038,0.0039000000000000003,0.0040999999999999995,0.0045000000000000005,0.0052,0.0062,0.008683108072125335,-0.0033519304189523653,-0.01105294688567702
2016-05-10,0.0044,0.0040999999999999995,0.0039000000000000003,0.0038,0.0038,0.0038,0.0039000000000000003,0.004,0.0042,0.0045000000000000005,0.0052,0.0060999999999999995,0.0084240351656529,-0.0031866233603960094,-0.010200347165808575
2016-05-11,0.0044,0.0040999999999999995,0.0039000000000000003,0.0038,0.0038,0.0038,0.0039000000000000003,0.004,0.0043,0.0046,0.0053,0.0062,0.008665459052292894,-0.0034140707925826427,-0.010577207596104022
2016-05-12,0.0044,0.0040999999999999995,0.004,0.004,0.004,0.0040999999999999995,0.0042,0.0043,0.0046,0.0048,0.005600000000000001,0.0064,0.008723721949396626,-0.0036735821369790807,-0.009452860822950857
2016-05-13,0.0045000000000000005,0.0042,0.004,0.004,0.004,0.004,0.0040999999999999995,0.0042,0.0044,0.004699999999999999,0.0054,0.0062,0.008446595561547442,-0.0032122720832996566,-0.009555901991213986
2016-05-16,0.0044,0.0040999999999999995,0.004,0.0039000000000000003,0.004,0.004,0.0040999999999999995,0.0042,0.0045000000000000005,0.0048,0.0055000000000000005,0.0064,0.00878521086385881,-0.0036558908769961634,-0.009946935178988245
2016-05-17,0.0044,0.0042,0.0040999999999999995,0.0040999999999999995,0.0040999999999999995,0.0040999999999999995,0.0042,0.0043,0.0045000000000000005,0.0048,0.0054,0.0062,0.00820233564038428,-0.003161063066794061,-0.008422666626709506
2016-05-18,0.0045000000000000005,0.0042,0.0042,0.0042,0.0043,0.0044,0.0045000000000000005,0.0046,0.0049,0.0052,0.006,0.0068000000000000005,0.009185152535592656,-0.004123723417335496,-0.009274697866138229
2016-05-19,0.0045000000000000005,0.0043,0.0042,0.0043,0.0044,0.0045000000000000005,0.0046,0.0048,0.0051,0.0054,0.0060999999999999995,0.006999999999999999,0.009377167582083203,-0.004357622355753026,-0.009093890141202703
2016-05-20,0.0045000000000000005,0.0043,0.0042,0.0042,0.0044,0.0045000000000000005,0.004699999999999999,0.0049,0.0052,0.0055000000000000005,0.0063,0.0072,0.009806966789336239,-0.004778967209101351,-0.009734546187373776
2016-05-23,0.0045000000000000005,0.0043,0.0042,0.0042,0.0043,0.0045000000000000005,0.004699999999999999,0.0049,0.0052,0.005600000000000001,0.0064,0.0072,0.009964449315226961,-0.004920541759078438,-0.010049566350748794
2016-05-24,0.0045000000000000005,0.0043,0.0043,0.0045000000000000005,0.0046,0.0049,0.0051,0.0053,0.0058,0.0062,0.006999999999999999,0.0078000000000000005,0.010714851605632812,-0.005894365766612368,-0.00961801450508774
2016-05-25,0.0045000000000000005,0.0044,0.0044,0.0045000000000000005,0.0046,0.0048,0.0051,0.0053,0.0058,0.0062,0.006999999999999999,0.0078000000000000005,0.010745697791950512,-0.005830774921513198,-0.00984343686975463
2016-05-26,0.0045000000000000005,0.0044,0.0043,0.0044,0.0046,0.0048,0.005,0.0052,0.005600000000000001,0.006,0.0067,0.0076,0.010302696938923711,-0.005397915300237966,-0.00937773872114819
2016-05-27,0.0045000000000000005,0.0043,0.0043,0.0044,0.0045000000000000005,0.004699999999999999,0.005,0.0052,0.005600000000000001,0.006,0.0068000000000000005,0.0076,0.010465241163088003,-0.005565631807033967,-0.009761262684669848
2016-05-31,0.0044,0.0042,0.0042,0.0043,0.0044,0.0046,0.0048,0.005,0.0054,0.0059,0.0067,0.0075,0.010428645422018717,-0.0055601647903013845,-0.01013511152324751
2016-06-01,0.0044,0.0040999999999999995,0.004,0.004,0.0042,0.0043,0.0045000000000000005,0.004699999999999999,0.005,0.0054,0.0060999999999999995,0.0069,0.00956778710873106,-0.004682482343763688,-0.009741772317099103
2016-06-02,0.0044,0.0040999999999999995,0.004,0.004,0.004,0.0040999999999999995,0.0042,0.0044,0.0046,0.0049,0.005600000000000001,0.006500000000000001,0.008855013020380513,-0.0038081772748759703,-0.009606801099668919
2016-06-03,0.0044,0.0040999999999999995,0.0039000000000000003,0.0038,0.0037,0.0037,0.0038,0.0038,0.004,0.0043,0.005,0.0058,0.007989954507707545,-0.002702177203043667,-0.009913379216920211
2016-06-06,0.0043,0.004,0.0038,0.0037,0.0036,0.0036,0.0037,0.0037,0.0039000000000000003,0.0042,0.0049,0.005699999999999999,0.007889954507707544,-0.002702177203043667,-0.00991337921692021
2016-06-07,0.0042,0.0039000000000000003,0.0037,0.0037,0.0037,0.0037,0.0038,0.0038,0.0040999999999999995,0.0043,0.005,0.005699999999999999,0.007802438165054189,-0.0029080859860500206,-0.00895271859103446
2016-06-08,0.0042,0.0039000000000000003,0.0037,0.0037,0.0037,0.0037,0.0038,0.0039000000000000003,0.0040999999999999995,0.0044,0.005,0.005699999999999999,0.007804769848534659,-0.0029451617043116923,-0.008816332415425478
2016-06-09,0.0042,0.004,0.0038,0.0038,0.0038,0.0038,0.0039000000000000003,0.004,0.0042,0.0045000000000000005,0.0051,0.0058,0.007843802590757173,-0.0029828573866042896,-0.008521646170214805
2016-06-10,0.0043,0.0040999999999999995,0.004,0.0039000000000000003,0.0039000000000000003,0.0039000000000000003,0.004,0.0040999999999999995,0.0043,0.0046,0.0051,0.0058,0.0077089901439735325,-0.0027707845452672316,-0.008037215773188527
2016-06-13,0.0042,0.004,0.0038,0.0037,0.0037,0.0037,0.0038,0.0038,0.004,0.0042,0.0048,0.0055000000000000005,0.007335660911729384,-0.002425575134264369,-0.008186047514334426
2016-06-14,0.0040999999999999995,0.0037,0.0034999999999999996,0.0034000000000000002,0.0034000000000000002,0.0034000000000000002,0.0034000000000000002,0.0034000000000000002,0.0034999999999999996,0.0037,0.0042,0.0048,0.006396071311932181,-0.0016418377458291052,-0.007580729376946322
2016-06-15,0.0040999999999999995,0.0038,0.0036,0.0034000000000000002,0.0034000000000000002,0.0034000000000000002,0.0034000000000000002,0.0034000000000000002,0.0034999999999999996,0.0037,0.0040999999999999995,0.004699999999999999,0.006170717945247366,-0.0013867743262300867,-0.0071909187305417175
2016-06-16,0.0040999999999999995,0.0037,0.0034999999999999996,0.0034000000000000002,0.0034000000000000002,0.0034000000000000002,0.0034000000000000002,0.0034000000000000002,0.0036,0.0037,0.0040999999999999995,0.0048,0.006311909485936113,-0.0015888924423553144,-0.007346563675804198
2016-06-17,0.0042,0.0039000000000000003,0.0038,0.0037,0.0037,0.0037,0.0037,0.0038,0.0039000000000000003,0.004,0.0044,0.0051,0.0064540351246420305,-0.0017056198668739938,-0.006523318922310477
2016-06-20,0.0042,0.0040999999999999995,0.0040999999999999995,0.0042,0.0043,0.0045000000000000005,0.0046,0.004699999999999999,0.005,0.0052,0.005699999999999999,0.0063,0.008011482565476846,-0.0036020566087163535,-0.005862985652223176
2016-06-21,0.0042,0.004,0.004,0.0040999999999999995,0.0043,0.0044,0.0046,0.004699999999999999,0.005,0.0053,0.0059,0.0066,0.00868946568783261,-0.00422280794036068,-0.007274374399852111
2016-06-22,0.0042,0.004,0.004,0.0040999999999999995,0.0042,0.0044,0.0045000000000000005,0.004699999999999999,0.005,0.0053,0.006,0.0067,0.008983763757406312,-0.0044351763745655234,-0.00803620197483174
2016-06-23,0.0043,0.0042,0.0042,0.0043,0.0045000000000000005,0.004699999999999999,0.005,0.0052,0.0055000000000000005,0.0059,0.0067,0.0075,0.01015302816811275,-0.0055370138809988974,-0.008848749587880298
2016-06-24,0.0034999999999999996,0.0029,0.0026,0.0025,0.0024,0.0023,0.0023,0.0023,0.0024,0.0025,0.0031,0.0039000000000000003,0.005692419053601075,-0.0012890283019823092,-0.00946589011818038
